"","Dataset","Frame","Synthesized.View","X.passes","WS.PSNR","CEL","theo_time","p1","p2","p3","V1","V2","V3","V4","V5","V6","V7"
"123","ClassroomVideo",20,2,3,31.4311,0.0760476333033962,150.315,4,5,6,0,11,7,8,13,10,12
"124","ClassroomVideo",20,2,3,31.4301,0.0754885579367962,151.415,4,5,7,0,11,7,8,13,10,12
"125","ClassroomVideo",20,2,3,31.4267,0.0754661030941452,151.415,4,6,7,0,11,7,8,13,10,12
"126","ClassroomVideo",20,2,3,31.6252,0.076777069643034,151.415,5,6,7,0,11,7,8,13,10,12
"127","ClassroomVideo",20,3,1,31.3528,0.0841727525486562,134.875,1,0,0,0,10,12,7,8,11,13
"128","ClassroomVideo",20,3,1,31.7968,0.0824420652447377,143.092,2,0,0,0,10,12,7,8,11,13
"129","ClassroomVideo",20,3,1,31.848,0.0821653709855267,144.197,3,0,0,0,10,12,7,8,11,13
"130","ClassroomVideo",20,3,1,31.8531,0.0822543597288051,144.103,4,0,0,0,10,12,7,8,11,13
"131","ClassroomVideo",20,3,1,31.8494,0.0821426095636863,144.254,5,0,0,0,10,12,7,8,11,13
"132","ClassroomVideo",20,3,1,31.8679,0.0805121942946304,147.405,6,0,0,0,10,12,7,8,11,13
"133","ClassroomVideo",20,3,1,31.9411,0.0787557214652227,151.622,7,0,0,0,10,12,7,8,11,13
"134","ClassroomVideo",20,3,2,31.4621,0.0801030106504906,143.092,1,2,0,0,10,12,7,8,11,13
"135","ClassroomVideo",20,3,2,31.4714,0.0795536661650381,144.197,1,3,0,0,10,12,7,8,11,13
"136","ClassroomVideo",20,3,2,31.4713,0.0796048659639286,144.103,1,4,0,0,10,12,7,8,11,13
"137","ClassroomVideo",20,3,2,31.4713,0.0795215383975488,144.254,1,5,0,0,10,12,7,8,11,13
"138","ClassroomVideo",20,3,2,31.47,0.0778128286014721,147.405,1,6,0,0,10,12,7,8,11,13
"139","ClassroomVideo",20,3,2,31.4694,0.0756446953608315,151.622,1,7,0,0,10,12,7,8,11,13
"140","ClassroomVideo",20,3,2,31.8016,0.0818435889789663,144.197,2,3,0,0,10,12,7,8,11,13
"141","ClassroomVideo",20,3,2,31.8016,0.0818969764682207,144.103,2,4,0,0,10,12,7,8,11,13
"142","ClassroomVideo",20,3,2,31.8016,0.0818112496013975,144.254,2,5,0,0,10,12,7,8,11,13
"143","ClassroomVideo",20,3,2,31.801,0.0800583426613751,147.405,2,6,0,0,10,12,7,8,11,13
"144","ClassroomVideo",20,3,2,31.8007,0.0778297344712509,151.622,2,7,0,0,10,12,7,8,11,13
"145","ClassroomVideo",20,3,2,31.848,0.082218968376786,144.103,3,4,0,0,10,12,7,8,11,13
"146","ClassroomVideo",20,3,2,31.848,0.0821329044601883,144.254,3,5,0,0,10,12,7,8,11,13
"147","ClassroomVideo",20,3,2,31.8457,0.0803615888199179,147.405,3,6,0,0,10,12,7,8,11,13
"148","ClassroomVideo",20,3,2,31.8452,0.078123227499967,151.622,3,7,0,0,10,12,7,8,11,13
"149","ClassroomVideo",20,3,2,31.8531,0.0821682587657881,144.254,4,5,0,0,10,12,7,8,11,13
"150","ClassroomVideo",20,3,2,31.8509,0.0803968657779587,147.405,4,6,0,0,10,12,7,8,11,13
"151","ClassroomVideo",20,3,2,31.8504,0.0781575233145586,151.622,4,7,0,0,10,12,7,8,11,13
"152","ClassroomVideo",20,3,2,31.8471,0.0803710864624674,147.405,5,6,0,0,10,12,7,8,11,13
"153","ClassroomVideo",20,3,2,31.8466,0.0781324609885109,151.622,5,7,0,0,10,12,7,8,11,13
"154","ClassroomVideo",20,3,2,31.8675,0.0782703037817731,151.622,6,7,0,0,10,12,7,8,11,13
"155","ClassroomVideo",20,3,3,31.467,0.0795231523540712,144.197,1,2,3,0,10,12,7,8,11,13
"156","ClassroomVideo",20,3,3,31.467,0.07957502619654,144.103,1,2,4,0,10,12,7,8,11,13
"157","ClassroomVideo",20,3,3,31.467,0.0794917298653764,144.254,1,2,5,0,10,12,7,8,11,13
"158","ClassroomVideo",20,3,3,31.4661,0.0777863708829416,147.405,1,2,6,0,10,12,7,8,11,13
"159","ClassroomVideo",20,3,3,31.4662,0.0756235902441598,151.622,1,2,7,0,10,12,7,8,11,13
"160","ClassroomVideo",20,3,3,31.4714,0.0796055599120074,144.103,1,3,4,0,10,12,7,8,11,13
"161","ClassroomVideo",20,3,3,31.4714,0.0795222316192272,144.254,1,3,5,0,10,12,7,8,11,13
"162","ClassroomVideo",20,3,3,31.4701,0.0778135070045114,147.405,1,3,6,0,10,12,7,8,11,13
"163","ClassroomVideo",20,3,3,31.4706,0.0756526097795834,151.622,1,3,7,0,10,12,7,8,11,13
"164","ClassroomVideo",20,3,3,31.4713,0.0795215383975488,144.254,1,4,5,0,10,12,7,8,11,13
"165","ClassroomVideo",20,3,3,31.47,0.0778128286014721,147.405,1,4,6,0,10,12,7,8,11,13
"166","ClassroomVideo",20,3,3,31.4705,0.0756519502446874,151.622,1,4,7,0,10,12,7,8,11,13
"167","ClassroomVideo",20,3,3,31.47,0.0778128286014721,147.405,1,5,6,0,10,12,7,8,11,13
"168","ClassroomVideo",20,3,3,31.4705,0.0756519502446874,151.622,1,5,7,0,10,12,7,8,11,13
"169","ClassroomVideo",20,3,3,31.4705,0.0756519502446874,151.622,1,6,7,0,10,12,7,8,11,13
"170","ClassroomVideo",20,3,3,31.8016,0.0818969764682207,144.103,2,3,4,0,10,12,7,8,11,13
"171","ClassroomVideo",20,3,3,31.8016,0.0818112496013975,144.254,2,3,5,0,10,12,7,8,11,13
"172","ClassroomVideo",20,3,3,31.801,0.0800583426613751,147.405,2,3,6,0,10,12,7,8,11,13
"173","ClassroomVideo",20,3,3,31.8009,0.0778310535410428,151.622,2,3,7,0,10,12,7,8,11,13
