Dataset,Frame,Source view,Synthesized View,#passes,#viewperpasses,Execution time (sec),WS-PSNR,Sorted_selected_view
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,1,1,17.128,13.6365,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,1,2,20.394,13.5132,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,1,3,74.244,20.6661,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,1,4,102.824,21.1065,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,1,5,116.523,21.1365,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,1,6,159.902,27.4928,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,1,7,159.423,27.4928,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"1,2",33.36,13.5131,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"1,3",87.065,20.6398,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"1,4",116.185,21.0774,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"1,5",129.171,21.1072,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"1,6",172.428,27.3682,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"1,7",173.127,27.3682,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"2,3",90.626,20.258,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"2,4",119.289,20.657,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"2,5",132.541,20.6785,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"2,6",176.37,25.7869,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"2,7",176.621,25.7869,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"3,4",173.566,21.0994,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"3,5",187.071,21.123,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"3,6",231.468,27.4245,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"3,7",230.735,27.4245,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"4,5",216.374,21.1301,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"4,6",260.392,27.4462,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"4,7",260.191,27.4462,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"5,6",271.952,27.4731,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"5,7",273.447,27.4731,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,2,"6,7",317.418,27.4928,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,2,3",103.749,20.2576,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,2,4",132.644,20.6565,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,2,5",145.788,20.678,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,2,6",188.501,25.7854,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,2,7",189.49,25.7854,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,3,4",187.63,21.0704,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,3,5",200.706,21.0938,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,3,6",244.392,27.302,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,3,7",243.407,27.302,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,4,5",228.687,21.1009,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,4,6",272.605,27.3232,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,4,7",273.806,27.3232,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,5,6",285.884,27.3493,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,5,7",286.041,27.3493,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"1,6,7",329.842,27.3682,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"2,3,4",191.234,20.6507,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"2,3,5",204.004,20.6667,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"2,3,6",248.321,25.7435,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"2,3,7",247.016,25.7435,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"2,4,5",232.561,20.6731,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"2,4,6",276.353,25.7582,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"2,4,7",276.503,25.7582,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"2,5,6",289.734,25.7754,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"2,5,7",289.417,25.7754,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"2,6,7",333.291,25.7869,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"3,4,5",286.797,21.123,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"3,4,6",330.72,27.4158,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"3,4,7",331.329,27.4158,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"3,5,6",343.927,27.4154,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"3,5,7",344.287,27.4154,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"3,6,7",388.196,27.4245,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"4,5,6",372.304,27.4458,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"4,5,7",373.272,27.4458,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"4,6,7",417.245,27.4462,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",2,3,"5,6,7",430.826,27.4731,"2,1,3,5,0,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,1,1,30.39,13.6298,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,1,2,83.094,24.0516,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,1,3,116.175,27.5464,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,1,4,116.026,27.5464,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,1,5,116.19,27.6964,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,1,6,119.355,27.8082,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,1,7,157.537,28.0715,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"1,2",110.333,23.4132,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"1,3",142.598,26.2327,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"1,4",142.511,26.2327,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"1,5",142.555,26.343,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"1,6",145.666,26.4489,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"1,7",183.425,26.6398,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"2,3",196.181,27.5275,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"2,4",196.378,27.5275,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"2,5",196.917,27.6726,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"2,6",198.941,27.8265,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"2,7",237.339,28.0906,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"3,4",228.922,27.5464,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"3,5",229.325,27.6921,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"3,6",231.861,27.8467,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"3,7",269.444,28.1105,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"4,5",229.455,27.6921,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"4,6",231.884,27.8467,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"4,7",269.858,28.1105,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"5,6",232.186,27.8492,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"5,7",270.45,28.1131,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,2,"6,7",273.936,28.0695,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,2,3",222.106,26.2162,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,2,4",223.386,26.2162,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,2,5",222.555,26.323,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,2,6",226.617,26.4354,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,2,7",264.067,26.6255,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,3,4",255.672,26.2327,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,3,5",256.021,26.3399,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,3,6",259.093,26.4528,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,3,7",296.695,26.6425,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,4,5",255.583,26.3399,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,4,6",259.093,26.4528,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,4,7",297.102,26.6425,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,5,6",258.958,26.4546,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,5,7",296.928,26.6444,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"1,6,7",300.009,26.6385,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"2,3,4",309.288,27.5275,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"2,3,5",309.465,27.6726,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"2,3,6",312.244,27.8265,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"2,3,7",351.832,28.089,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"2,4,5",310.199,27.6726,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"2,4,6",312.502,27.8265,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"2,4,7",350.516,28.089,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"2,5,6",312.355,27.8246,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"2,5,7",351.177,28.087,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"2,6,7",353.69,28.089,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"3,4,5",342.452,27.6921,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"3,4,6",345.09,27.8467,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"3,4,7",383.059,28.1105,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"3,5,6",345.916,27.8448,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"3,5,7",383.841,28.1085,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"3,6,7",386.658,28.1105,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"4,5,6",345.62,27.8448,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"4,5,7",383.355,28.1085,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"4,6,7",385.612,28.1105,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",3,3,"5,6,7",386.692,28.1131,"0,3,5,4,2,1,6"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,1,1,28.908,13.5996,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,1,2,82.039,22.6194,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,1,3,85.682,22.5066,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,1,4,85.924,22.5013,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,1,5,114.131,22.6033,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,1,6,154.967,27.4348,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,1,7,155.096,27.4348,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"1,2",107.842,21.8583,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"1,3",111.714,21.7658,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"1,4",111.77,21.7613,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"1,5",139.239,21.8472,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"1,6",181.209,25.451,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"1,7",180.774,25.451,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"2,3",164.785,22.5236,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"2,4",165.148,22.5185,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"2,5",192.732,22.6293,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"2,6",235.357,27.5341,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"2,7",234.993,27.5341,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"3,4",168.869,22.5038,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"3,5",196.502,22.6142,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"3,6",238.337,27.4685,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"3,7",238.371,27.4685,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"4,5",197.112,22.6115,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"4,6",238.75,27.4608,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"4,7",238.36,27.4608,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"5,6",265.917,27.4355,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"5,7",266.83,27.4355,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,2,"6,7",308.566,27.4348,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,2,3",190.944,21.7774,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,2,4",190.838,21.7731,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,2,5",218.3,21.8661,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,2,6",260.339,25.5084,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,2,7",260.643,25.5084,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,3,4",194.472,21.7634,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,3,5",222.157,21.8563,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,3,6",263.75,25.4736,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,3,7",263.746,25.4736,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,4,5",222.627,21.8541,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,4,6",264.047,25.4687,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,4,7",264.498,25.4687,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,5,6",292.283,25.4529,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,5,7",291.833,25.4529,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"1,6,7",334.971,25.451,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"2,3,4",248.018,22.5209,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"2,3,5",274.511,22.6316,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"2,3,6",318.081,27.5235,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"2,3,7",317.079,27.5235,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"2,4,5",276.309,22.6293,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"2,4,6",317.612,27.5164,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"2,4,7",318.139,27.5164,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"2,5,6",345.031,27.5164,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"2,5,7",345.338,27.5164,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"2,6,7",387.815,27.5341,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"3,4,5",279.909,22.6142,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"3,4,6",321.824,27.4673,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"3,4,7",321.704,27.4673,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"3,5,6",348.987,27.4673,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"3,5,7",349.262,27.4673,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"3,6,7",390.336,27.4685,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"4,5,6",350.086,27.4608,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"4,5,7",349.492,27.4608,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"4,6,7",391.419,27.4608,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",5,3,"5,6,7",418.423,27.4355,"0,3,1,2,5,6,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,1,1,29.208,14.1609,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,1,2,33.208,14.7946,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,1,3,81.524,17.9935,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,1,4,133.198,26.4433,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,1,5,134.577,26.4361,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,1,6,157.772,26.4313,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,1,7,158.122,26.4313,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"1,2",58.952,14.7934,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"1,3",107.148,17.9822,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"1,4",159.633,24.8842,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"1,5",160.079,24.8792,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"1,6",183.924,24.8764,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"1,7",184.101,24.8764,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"2,3",110.953,17.9724,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"2,4",163.705,23.901,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"2,5",164.032,23.8984,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"2,6",187.391,23.8962,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"2,7",187.957,23.8962,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"3,4",213.004,23.5106,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"3,5",212.425,23.5115,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"3,6",237.366,23.5095,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"3,7",237.019,23.5095,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"4,5",265.722,26.4421,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"4,6",288.897,26.439,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"4,7",289.944,26.439,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"5,6",290.012,26.433,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"5,7",289.978,26.433,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,2,"6,7",314.073,26.4313,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,3,"1,2,3",136.769,17.9698,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,3,"1,2,4",190.236,23.8945,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,3,"1,2,5",190.601,23.8919,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,3,"1,2,6",213.848,23.8897,"0,1,6,3,2,5,4"
TechnicolorMuseum,50,"0,1,4,11,12,13,17",6,3,"1,2,7",213.73,23.8897,"0,1,6,3,2,5,4"
