Dataset,Frame,Source view,Synthesized View,#passes,#viewperpasses,Execution time (sec),WS-PSNR,Sorted_selected_view
TechnicolorMuseum,150,"0,1,4,11,12,13,17",2,3,"3,4,7",332.826,27.8109,"2,1,3,5,0,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",2,3,"3,5,6",347.222,27.8097,"2,1,3,5,0,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",2,3,"3,5,7",346.952,27.8097,"2,1,3,5,0,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",2,3,"3,6,7",390.669,27.8199,"2,1,3,5,0,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",2,3,"4,5,6",378.55,27.8439,"2,1,3,5,0,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",2,3,"4,5,7",375.993,27.8439,"2,1,3,5,0,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",2,3,"4,6,7",421.668,27.8446,"2,1,3,5,0,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",2,3,"5,6,7",434.381,27.8681,"2,1,3,5,0,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,1,1,30.262,14.7089,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,1,2,83.742,23.9844,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,1,3,116.473,27.3238,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,1,4,116.117,27.3238,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,1,5,116.139,27.3252,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,1,6,119.732,27.4169,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,1,7,158.154,27.7137,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"1,2",110.682,23.2498,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"1,3",142.897,25.8704,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"1,4",143.506,25.8704,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"1,5",143.099,25.8715,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"1,6",146.81,25.9477,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"1,7",185.396,26.1572,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"2,3",197.157,27.3197,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"2,4",197.744,27.3197,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"2,5",197.691,27.3224,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"2,6",204.273,27.4559,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"2,7",237.976,27.7552,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"3,4",229.646,27.3238,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"3,5",230.34,27.3265,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"3,6",234.338,27.4601,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"3,7",283.114,27.7583,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"4,5",236.067,27.3265,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"4,6",233.937,27.4601,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"4,7",272.488,27.7583,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"5,6",233.63,27.4587,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"5,7",272.036,27.7568,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,2,"6,7",275.699,27.7121,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,2,3",225.092,25.8684,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,2,4",224.092,25.8684,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,2,5",224.822,25.8703,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,2,6",227.843,25.9663,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,2,7",265.243,26.1765,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,3,4",257.396,25.8704,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,3,5",258.451,25.8724,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,3,6",264.18,25.9684,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,3,7",298.831,26.1779,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,4,5",257.23,25.8724,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,4,6",260.513,25.9684,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,4,7",298.423,26.1779,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,5,6",260.664,25.9674,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,5,7",299.202,26.1768,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"1,6,7",301.479,26.1561,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"2,3,4",312.348,27.3197,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"2,3,5",311.765,27.3224,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"2,3,6",314.755,27.4559,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"2,3,7",353.497,27.7538,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"2,4,5",311.517,27.3224,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"2,4,6",314.426,27.4559,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"2,4,7",352.744,27.7538,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"2,5,6",315.138,27.4559,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"2,5,7",353.774,27.7538,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"2,6,7",356.097,27.7538,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"3,4,5",344.235,27.3265,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"3,4,6",347.732,27.4601,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"3,4,7",385.907,27.7583,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"3,5,6",352.78,27.4601,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"3,5,7",386.392,27.7583,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"3,6,7",389.419,27.7583,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"4,5,6",347.602,27.4601,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"4,5,7",386.72,27.7583,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"4,6,7",390.19,27.7583,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",3,3,"5,6,7",389.642,27.7568,"0,3,5,4,2,1,6"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,1,1,29.708,14.4245,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,1,2,82.423,22.6145,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,1,3,86.134,22.4603,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,1,4,86.568,22.4597,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,1,5,114.203,22.5606,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,1,6,155.96,27.4152,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,1,7,155.707,27.4152,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"1,2",108.419,22.0092,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"1,3",112.342,21.874,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"1,4",112.857,21.8735,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"1,5",140.329,21.9617,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"1,6",183.16,25.7934,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"1,7",182.186,25.7934,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"2,3",166.179,22.4776,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"2,4",166.294,22.4772,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"2,5",193.645,22.5898,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"2,6",236.094,27.5244,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"2,7",235.723,27.5244,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"3,4",170.041,22.4595,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"3,5",197.662,22.5716,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"3,6",239.938,27.4531,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"3,7",239.501,27.4531,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"4,5",202.205,22.5718,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"4,6",240.01,27.4525,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"4,7",239.967,27.4525,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"5,6",268.661,27.4179,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"5,7",268.214,27.4179,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,2,"6,7",310.263,27.4152,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,2,3",192.395,21.8842,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,2,4",192.769,21.8839,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,2,5",220.562,21.9819,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,2,6",262.8,25.8572,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,2,7",262.738,25.8572,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,3,4",196.612,21.8734,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,3,5",224.182,21.9711,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,3,6",265.77,25.8207,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,3,7",265.458,25.8207,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,4,5",227,21.9713,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,4,6",266.98,25.8203,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,4,7",266.233,25.8203,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,5,6",293.872,25.797,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,5,7",294.165,25.797,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"1,6,7",335.9,25.7934,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"2,3,4",250.206,22.4768,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"2,3,5",277.331,22.5893,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"2,3,6",319.155,27.5083,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"2,3,7",320.065,27.5083,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"2,4,5",277.89,22.5898,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"2,4,6",319.456,27.5084,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"2,4,7",319.93,27.5084,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"2,5,6",347.144,27.5084,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"2,5,7",347.455,27.5084,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"2,6,7",388.619,27.5244,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"3,4,5",281.613,22.5716,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"3,4,6",323.681,27.452,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"3,4,7",324.442,27.452,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"3,5,6",351.046,27.452,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"3,5,7",350.886,27.452,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"3,6,7",393.269,27.4531,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"4,5,6",351.989,27.4525,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"4,5,7",350.747,27.4525,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"4,6,7",393.984,27.4525,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",5,3,"5,6,7",421.288,27.4179,"0,3,1,2,5,6,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,1,1,29.861,14.42,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,1,2,33.734,15.3058,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,1,3,82.763,18.359,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,1,4,134.122,26.8187,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,1,5,134.713,26.843,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,1,6,158.859,26.8449,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,1,7,158.758,26.8449,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"1,2",60.405,15.3048,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"1,3",109.028,18.3533,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"1,4",160.007,25.7314,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"1,5",165.002,25.7504,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"1,6",185.777,25.7525,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"1,7",185.903,25.7525,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"2,3",113.482,18.3447,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"2,4",164.172,24.5197,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"2,5",164.754,24.5334,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"2,6",189.188,24.535,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"2,7",189.398,24.535,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"3,4",212.934,23.9816,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"3,5",213.213,23.995,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"3,6",236.806,23.9964,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"3,7",237.564,23.9964,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"4,5",265.342,26.8194,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"4,6",290.639,26.8215,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"4,7",289.885,26.8215,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"5,6",290.017,26.8452,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"5,7",290.2,26.8452,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,2,"6,7",314.955,26.8449,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,2,3",139.908,18.3433,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,2,4",197.229,24.5143,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,2,5",190.505,24.5279,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,2,6",216.247,24.5295,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,2,7",215.09,24.5295,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,3,4",242.159,23.9614,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,3,5",240.86,23.9748,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,3,6",263.963,23.9762,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,3,7",264.29,23.9762,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,4,5",294.198,25.7319,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,4,6",317.113,25.7337,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,4,7",316.608,25.7337,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,5,6",316.963,25.7521,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,5,7",317.562,25.7521,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"1,6,7",341.499,25.7525,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"2,3,4",244.158,23.9299,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"2,3,5",263.795,23.9432,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"2,3,6",274.626,23.9446,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"2,3,7",269.621,23.9446,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"2,4,5",298.049,24.5201,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"2,4,6",320.067,24.5214,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"2,4,7",321.22,24.5214,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"2,5,6",320.534,24.5347,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"2,5,7",321.054,24.5347,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"2,6,7",345.133,24.535,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"3,4,5",346.41,23.9816,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"3,4,6",369.313,23.9828,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"3,4,7",370.325,23.9828,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"3,5,6",370.113,23.9962,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"3,5,7",369.159,23.9962,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"3,6,7",394.848,23.9964,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"4,5,6",422.631,26.8215,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"4,5,7",422.531,26.8215,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"4,6,7",446.965,26.8215,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",6,3,"5,6,7",446.247,26.8452,"0,1,6,3,2,5,4"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,1,1,19.654,12.8603,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,1,2,72.064,20.9304,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,1,3,72.634,20.9394,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,1,4,83.608,22.5889,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,1,5,129.369,27.8527,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,1,6,129.68,27.8527,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,1,7,155.323,27.8482,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"1,2",88.107,20.9167,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"1,3",88.459,20.9252,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"1,4",100.35,22.5602,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"1,5",145.807,27.0152,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"1,6",146.36,27.0152,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"1,7",171.397,27.0115,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"2,3",141.515,20.9397,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"2,4",153.497,22.5807,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"2,5",199.668,26.6504,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"2,6",199.26,26.6504,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"2,7",224.118,26.6504,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"3,4",156.765,22.5798,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"3,5",199.604,26.606,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"3,6",200.894,26.606,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"3,7",223.894,26.606,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"4,5",212.47,25.9078,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"4,6",211.826,25.9078,"1,6,2,0,3,4,5"
TechnicolorMuseum,150,"0,1,4,11,12,13,17",7,2,"4,7",236.278,25.9078,"1,6,2,0,3,4,5"
