"","Dataset","Frame","Synthesized.View","X.passes","WS.PSNR","CEL","theo_time","p1","p2","p3","V1","V2","V3","V4","V5","V6","V7"
"148","TechnicolorMuseum",50,5,2,27.4685,0.0481540465260226,155.096,3,7,0,0,11,1,4,13,17,12
"149","TechnicolorMuseum",50,5,2,22.6115,0.0228816009673095,114.131,4,5,0,0,11,1,4,13,17,12
"150","TechnicolorMuseum",50,5,2,27.4608,0.048144443655746,154.967,4,6,0,0,11,1,4,13,17,12
"151","TechnicolorMuseum",50,5,2,27.4608,0.0481043998555733,155.096,4,7,0,0,11,1,4,13,17,12
"152","TechnicolorMuseum",50,5,2,27.4355,0.0479811830905935,154.967,5,6,0,0,11,1,4,13,17,12
"153","TechnicolorMuseum",50,5,2,27.4355,0.04794127508124,155.096,5,7,0,0,11,1,4,13,17,12
"154","TechnicolorMuseum",50,5,2,27.4348,0.0479367617475628,155.096,6,7,0,0,11,1,4,13,17,12
"155","TechnicolorMuseum",50,5,3,21.7774,0.0207441469620224,85.682,1,2,3,0,11,1,4,13,17,12
"156","TechnicolorMuseum",50,5,3,21.7731,0.0206356780410595,85.924,1,2,4,0,11,1,4,13,17,12
"157","TechnicolorMuseum",50,5,3,21.8661,0.0163505095022386,114.131,1,2,5,0,11,1,4,13,17,12
"158","TechnicolorMuseum",50,5,3,25.5084,0.0355456322959082,154.967,1,2,6,0,11,1,4,13,17,12
"159","TechnicolorMuseum",50,5,3,25.5084,0.0355160674678909,155.096,1,2,7,0,11,1,4,13,17,12
"160","TechnicolorMuseum",50,5,3,21.7634,0.0205227875797216,85.924,1,3,4,0,11,1,4,13,17,12
"161","TechnicolorMuseum",50,5,3,21.8563,0.0162646432608143,114.131,1,3,5,0,11,1,4,13,17,12
"162","TechnicolorMuseum",50,5,3,25.4736,0.0353210683564888,154.967,1,3,6,0,11,1,4,13,17,12
"163","TechnicolorMuseum",50,5,3,25.4736,0.0352916903079383,155.096,1,3,7,0,11,1,4,13,17,12
"164","TechnicolorMuseum",50,5,3,21.8541,0.0162453671658007,114.131,1,4,5,0,11,1,4,13,17,12
"165","TechnicolorMuseum",50,5,3,25.4687,0.0352894487213407,154.967,1,4,6,0,11,1,4,13,17,12
"166","TechnicolorMuseum",50,5,3,25.4687,0.0352600969721979,155.096,1,4,7,0,11,1,4,13,17,12
"167","TechnicolorMuseum",50,5,3,25.4529,0.0351874915304549,154.967,1,5,6,0,11,1,4,13,17,12
"168","TechnicolorMuseum",50,5,3,25.4529,0.0351582245834838,155.096,1,5,7,0,11,1,4,13,17,12
"169","TechnicolorMuseum",50,5,3,25.451,0.0351459741063599,155.096,1,6,7,0,11,1,4,13,17,12
"170","TechnicolorMuseum",50,5,3,22.5209,0.0293387179367814,85.924,2,3,4,0,11,1,4,13,17,12
"171","TechnicolorMuseum",50,5,3,22.6316,0.0230577143808431,114.131,2,3,5,0,11,1,4,13,17,12
"172","TechnicolorMuseum",50,5,3,27.5235,0.0485490459259068,154.967,2,3,6,0,11,1,4,13,17,12
"173","TechnicolorMuseum",50,5,3,27.5235,0.0485086656006602,155.096,2,3,7,0,11,1,4,13,17,12
"174","TechnicolorMuseum",50,5,3,22.6293,0.0230375620996925,114.131,2,4,5,0,11,1,4,13,17,12
"175","TechnicolorMuseum",50,5,3,27.5164,0.0485032297198758,154.967,2,4,6,0,11,1,4,13,17,12
"176","TechnicolorMuseum",50,5,3,27.5164,0.0484628875019343,155.096,2,4,7,0,11,1,4,13,17,12
