0,-0.09,0,0,0,0
0.205,0.09,0,0,0,0
-0.029517667,-0.00647,-0.0157,0,0,0
0,0,0,0,0,0
-0.0201,0.072438,0.027362,0,0,0
0,-0.25742,0,15,10,0
0,-0.2,0.02662,-0.3,0,0
0,0,0.0284013,-30,0,0
-0.072396,-0.0046211,-0.0035961,-35,15,0
0.15,0.0017546,0,-15.1,-0.033445,0
0.15,0.0017546,0,0,0,0
0,-0.25742,0,0,0,0
0,-0.2,0.02662,0,0,0
0,0,0.0284013,0,0,0
0.29101,0.072053,0.012185,0,0,0
